Name;Street Address;Location;Type;Reviews;No of Reviews;Contact Number;Trip_advisor Url;Menu;Price_Range;City
Kung Fu Xiao Long Bao;5916 Main St;Flushing, NY 11355-5338; Chinese, Asian, Vegetarian Friendly;4.5;48 reviews;+1 718-661-2882;https://www.tripadvisor.com//Restaurant_Review-g47729-d5078140-Reviews-Kung_Fu_Xiao_Long_Bao-Flushing_Queens_New_York.html;http://www.kungfuxiaolongbao.com/menu.aspx;$;Flushing
Wood Tavern;6317 College Ave;Oakland, CA 94618-1331; American, Vegetarian Friendly, Vegan Options;4.5;462 reviews;+1 510-654-6607;https://www.tripadvisor.com//Restaurant_Review-g32810-d856760-Reviews-Wood_Tavern-Oakland_California.html;Check The Website for a Menu;$$ - $$$;Oakland
Blu Sardinia;8862 161st Ave NE;Redmond, WA 98052-7553; Italian, Mediterranean, Vegetarian Friendly;4.5;183 reviews;+1 425-242-0024;https://www.tripadvisor.com//Restaurant_Review-g58702-d7786319-Reviews-Blu_Sardinia-Redmond_Washington.html;http://blusardinia.com/group-menu/;$$ - $$$;Redmond
Poppy's Place;290 W Water St;Toms River, NJ 08753-6690; American;4.5;49 reviews;Not Available;https://www.tripadvisor.com//Restaurant_Review-g46870-d4285344-Reviews-Poppy_s_Place-Toms_River_New_Jersey.html;Check The Website for a Menu;$;Toms River
Fearing's Restaurant;2121 McKinney Ave;Dallas, TX 75201-1873; American, Southwestern, Asian;4.5;619 reviews;+1 214-922-4848;https://www.tripadvisor.com//Restaurant_Review-g55711-d824080-Reviews-Fearing_s_Restaurant-Dallas_Texas.html;Check The Website for a Menu;$$$$;Dallas
E.Z Tiger;222 E Chestnut Ave;Yakima, WA 98901-2635; Asian, Fusion, Vegan Options;4;37 reviews;+1 509-571-1977;https://www.tripadvisor.com//Restaurant_Review-g58838-d14049213-Reviews-E_Z_Tiger-Yakima_Washington.html;https://www.ez-tiger.com/ez-tiger-home-page/;$$ - $$$;Yakima
La Palmera Family Mexican;1629 Center Rd;Everett, WA 98204-4882; Mexican, Vegetarian Friendly;4.5;88 reviews;+1 425-290-8800;https://www.tripadvisor.com//Restaurant_Review-g58466-d902451-Reviews-La_Palmera_Family_Mexican-Everett_Washington.html;Check The Website for a Menu;$$ - $$$;Everett
Pronto Joey's;6594 Thompson Rd;Syracuse, NY 13206-1307; Italian, Vegetarian Friendly, Gluten Free Options;4.5;171 reviews;+1 315-432-0620;https://www.tripadvisor.com//Restaurant_Review-g48713-d421941-Reviews-Pronto_Joey_s-Syracuse_Finger_Lakes_New_York.html;Check The Website for a Menu;$$ - $$$;Syracuse
Andrew's Diner;4160 Hylan Blvd;Staten Island, NY 10308-3312; American, Diner, Vegetarian Friendly;4.5;81 reviews;+1 718-948-8544;https://www.tripadvisor.com//Restaurant_Review-g48682-d3242372-Reviews-Andrew_s_Diner-Staten_Island_New_York.html;Check The Website for a Menu;$$ - $$$;Staten Island
Lee's Tavern;60 Hancock St;Staten Island, NY 10305-1243; Italian, Bar, Pizza;4.5;398 reviews;+1 718-667-9749;https://www.tripadvisor.com//Restaurant_Review-g48682-d1035796-Reviews-Lee_s_Tavern-Staten_Island_New_York.html;Check The Website for a Menu;$;Staten Island
Forno Bistro;541 Broadway;Saratoga Springs, NY 12866-2208; American, Italian, Tuscan;4;522 reviews;518-581-2401;https://www.tripadvisor.com//Restaurant_Review-g48562-d3393504-Reviews-Forno_Bistro-Saratoga_Springs_New_York.html;Check The Website for a Menu;$$ - $$$;Saratoga Springs
Pappadeaux Seafood Kitchen;725 S. Central Expressway;Richardson, TX 75080; American, Seafood, Cajun & Creole;4.5;443 reviews;+1 972-235-1181;https://www.tripadvisor.com//Restaurant_Review-g56538-d464614-Reviews-Pappadeaux_Seafood_Kitchen-Richardson_Texas.html;Check The Website for a Menu;$$ - $$$;Richardson
Italianissimo Trattoria;323 3rd Ave;Chula Vista, CA 91910-3910; Italian, Vegetarian Friendly, Vegan Options;4.5;227 reviews;+1 619-651-1457;https://www.tripadvisor.com//Restaurant_Review-g32210-d2467442-Reviews-Italianissimo_Trattoria-Chula_Vista_California.html;Check The Website for a Menu;$$ - $$$;Chula Vista
The Oceanaire Seafood Room;175 Riverside Sq Mall;Hackensack, NJ 07601-6344; American, Seafood, Gluten Free Options;4;130 reviews;+1 201-343-8862;https://www.tripadvisor.com//Restaurant_Review-g46480-d5892340-Reviews-The_Oceanaire_Seafood_Room-Hackensack_New_Jersey.html;http://www.theoceanaire.com/OurMenu.aspx;$$$$;Hackensack
Mezzo;3499 Brookside Rd;Stockton, CA 95219-1784; Italian, Mediterranean;4.5;62 reviews;+1 209-473-7300;https://www.tripadvisor.com//Restaurant_Review-g33130-d1815279-Reviews-Mezzo-Stockton_California.html;Check The Website for a Menu;$$ - $$$;Stockton
La Spiaggia;357 W 8th St;Ship Bottom, Long Beach Island, NJ 08008-4606; Italian, Gluten Free Options;4.5;106 reviews;+1 609-494-4343;https://www.tripadvisor.com//Restaurant_Review-g46818-d438715-Reviews-La_Spiaggia-Ship_Bottom_Long_Beach_Island_New_Jersey.html;Check The Website for a Menu;$$$$;Ship Bottom
Stricker's Cafe;19820 40th Ave W;Lynnwood, WA 98036-6733; American, Cafe, Diner;4;65 reviews;+1 425-672-8309;https://www.tripadvisor.com//Restaurant_Review-g58578-d837435-Reviews-Stricker_s_Cafe-Lynnwood_Washington.html;Check The Website for a Menu;$;Lynnwood
BJ's Restaurant & Brewhouse;201 E Interstate 20;Arlington, TX 76018-1116; American, Bar, Vegetarian Friendly;4;195 reviews;+1 817-465-5225;https://www.tripadvisor.com//Restaurant_Review-g30183-d2022345-Reviews-BJ_s_Restaurant_Brewhouse-Arlington_Texas.html;Check The Website for a Menu;$$ - $$$;Arlington
Ristorante Franchino;347 Columbus Ave;San Francisco, CA 94133-3907; Italian, Vegetarian Friendly, Vegan Options;4.5;429 reviews;+1 415-982-2157;https://www.tripadvisor.com//Restaurant_Review-g60713-d372044-Reviews-Ristorante_Franchino-San_Francisco_California.html;Check The Website for a Menu;$$ - $$$;San Francisco
Saimin Says;6621 S 211th St;Kent, WA 98032-2343; Polynesian, Hawaiian;4.5;47 reviews;+1 425-656-5979;https://www.tripadvisor.com//Restaurant_Review-g58537-d2535844-Reviews-Saimin_Says-Kent_Washington.html;Check The Website for a Menu;$;Kent
Citizen Coffee;706 Taylor Ave N;Seattle, WA 98109-4221; American, Cafe, Vegetarian Friendly;4.5;412 reviews;Not Available;https://www.tripadvisor.com//Restaurant_Review-g60878-d1724258-Reviews-Citizen_Coffee-Seattle_Washington.html;Check The Website for a Menu;$$ - $$$;Seattle
Acapulco Restaurant;1133 Airline Rd;Corpus Christi, TX 78412-3407; Mexican, Southwestern, Vegetarian Friendly;4;207 reviews;+1 361-994-7274;https://www.tripadvisor.com//Restaurant_Review-g60927-d510805-Reviews-Acapulco_Restaurant-Corpus_Christi_Texas.html;Check The Website for a Menu;$;Corpus Christi
Mompou Tapas Bar & Restaurant;77 Ferry St;Newark, NJ 07105-1821; European, Spanish, Mediterranean;4.5;159 reviews;+1 973-578-8114;https://www.tripadvisor.com//Restaurant_Review-g46671-d1050627-Reviews-Mompou_Tapas_Bar_Restaurant-Newark_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Newark
Ammatoli Mediterranean Bites;285 E 3rd St;Long Beach, CA 90802-3141; Lebanese, Mediterranean, Middle Eastern;4;5 reviews;+1 562-435-0808;https://www.tripadvisor.com//Restaurant_Review-g32648-d14998643-Reviews-Ammatoli_Mediterranean_Bites-Long_Beach_California.html;https://www.ammatoli.com/menu;$$ - $$$;Long Beach
Francesca's Cucina;545 N Salina St;Syracuse, NY 13208-2530; Italian, Vegetarian Friendly, Vegan Options;4.5;585 reviews;+1 315-425-1556;https://www.tripadvisor.com//Restaurant_Review-g48713-d735379-Reviews-Francesca_s_Cucina-Syracuse_Finger_Lakes_New_York.html;Check The Website for a Menu;$$ - $$$;Syracuse
Black Bear Diner;32065 Pacific Hwy S;Federal Way, WA 98003-6001; American, Diner, Vegetarian Friendly;4;275 reviews;+1 253-945-8332;https://www.tripadvisor.com//Restaurant_Review-g58471-d664624-Reviews-Black_Bear_Diner-Federal_Way_Washington.html;Check The Website for a Menu;$$ - $$$;Federal Way
Ike's Famous Crabcakes 2;1344 Boardwalk;Ocean City, NJ 08226-3242; American, Seafood;4.5;83 reviews;+1 609-814-1700;https://www.tripadvisor.com//Restaurant_Review-g46696-d5564409-Reviews-Ike_s_Famous_Crabcakes_2-Ocean_City_Cape_May_County_New_Jersey.html;http://ikesfamouscrabcake.com/menu;$$ - $$$;Ocean City
Cafe Juanita;9702 NE 120th Pl;Kirkland, WA 98034-4206; Italian, Contemporary, Vegetarian Friendly;4.5;333 reviews;+1 425-823-1505;https://www.tripadvisor.com//Restaurant_Review-g58541-d433224-Reviews-Cafe_Juanita-Kirkland_Washington.html;Check The Website for a Menu;$$$$;Kirkland
Purple Cafe and Wine Bar;430 106th Ave NE;Bellevue, WA 98004-5025; American, Bar, Wine Bar;4;300 reviews;+1 425-502-6292;https://www.tripadvisor.com//Restaurant_Review-g58349-d1948692-Reviews-Purple_Cafe_and_Wine_Bar-Bellevue_Washington.html;Check The Website for a Menu;$$ - $$$;Bellevue
El Chivito d'Oro;8402 37th Ave;Jackson Heights, NY 11372-7339; Latin, Steakhouse, Barbecue;4.5;69 reviews;+1 718-424-0600;https://www.tripadvisor.com//Restaurant_Review-g47960-d502534-Reviews-El_Chivito_d_Oro-Jackson_Heights_Queens_New_York.html;Check The Website for a Menu;$$ - $$$;Jackson Heights
Spice Symphony 31st;182 Lexington Ave;New York City, NY 10016-6849; Indian, Asian, Vegetarian Friendly;4.5;201 reviews;+1 212-545-7742;https://www.tripadvisor.com//Restaurant_Review-g60763-d12383830-Reviews-Spice_Symphony_31st-New_York_City_New_York.html;Check The Website for a Menu;$$ - $$$;New York City
Mi Casa Mexicana;630 W Orangewood Ave;Anaheim, CA 92802-4609; Mexican, Latin, Vegetarian Friendly;4;279 reviews;+1 714-971-0111;https://www.tripadvisor.com//Restaurant_Review-g29092-d2589061-Reviews-Mi_Casa_Mexicana-Anaheim_California.html;Check The Website for a Menu;$;Anaheim
Enchilada's Ole;901 N Sylvania Ave;Fort Worth, TX 76111-2461; Southwestern, Vegetarian Friendly;4.5;365 reviews;+1 817-984-1360;https://www.tripadvisor.com//Restaurant_Review-g55857-d4274456-Reviews-Enchilada_s_Ole-Fort_Worth_Texas.html;http://enchiladasole.com/menu;$$ - $$$;Fort Worth
Woody's Diner;16371 Pacific Coast Hwy;Huntington Beach, CA 92649-1821; American, Diner, Vegetarian Friendly;4.5;76 reviews;+1 562-592-2134;https://www.tripadvisor.com//Restaurant_Review-g32513-d4612618-Reviews-Woody_s_Diner-Huntington_Beach_California.html;http://www.woodysdiners.com/#menus-section;$;Huntington Beach
Division Street Diner;1800 W Division St;Arlington, TX 76012-3720; American, Diner, Vegetarian Friendly;4.5;70 reviews;+1 817-274-1606;https://www.tripadvisor.com//Restaurant_Review-g30183-d4425450-Reviews-Division_Street_Diner-Arlington_Texas.html;http://www.menufy.com;$$ - $$$;Arlington
Bubba Gump Shrimp Co.;321 W Katella Ave;Anaheim, CA 92802-3612; American, Seafood, Cajun & Creole;4;1,884 reviews;+1 714-635-4867;https://www.tripadvisor.com//Restaurant_Review-g29092-d1775782-Reviews-Bubba_Gump_Shrimp_Co-Anaheim_California.html;Check The Website for a Menu;$$ - $$$;Anaheim
Waterloo;10447 E Waterloo Rd;Stockton, CA 95215-9314; Italian, Grill, Pub;4.5;107 reviews;+1 209-931-4019;https://www.tripadvisor.com//Restaurant_Review-g33130-d2224396-Reviews-Waterloo-Stockton_California.html;Check The Website for a Menu;$$ - $$$;Stockton
Koi Asian Fusion Lounge;25 Brick Blvd;Brick, NJ 08723-7921; Japanese, Sushi, Asian;4.5;136 reviews;+1 732-255-1888;https://www.tripadvisor.com//Restaurant_Review-g46321-d4764605-Reviews-Koi_Asian_Fusion_Lounge-Brick_New_Jersey.html;https://www.koiasianlounge.com/menu;$$ - $$$;Brick
Palenque by Mezcal;3737 Main St;Riverside, CA 92501-3376; Mexican, Bar, Beer restaurants;4;73 reviews;+1 951-888-2240;https://www.tripadvisor.com//Restaurant_Review-g32978-d6622308-Reviews-Palenque_by_Mezcal-Riverside_California.html;https://abemadirestaurants.com/____menus_pdf/568_a9276ea7f0bcaf2bf3bb5861d1fa839c_.pdf;$$ - $$$;Riverside
Obao;222 E 53rd Street;New York City, NY 10022-5205; Vietnamese, Fusion, Vegetarian Friendly;4.5;349 reviews;+1 212-308-5588;https://www.tripadvisor.com//Restaurant_Review-g60763-d3263717-Reviews-Obao-New_York_City_New_York.html;Check The Website for a Menu;$$ - $$$;New York City
Tacos Chinampa;6110 Gateway Blvd E;El Paso, TX 79905-2004; Mexican, Southwestern, Latin;4.5;105 reviews;+1 915-843-2900;https://www.tripadvisor.com//Restaurant_Review-g60768-d6673167-Reviews-Tacos_Chinampa-El_Paso_Texas.html;Check The Website for a Menu;$;El Paso
Couzin's Cafe;12861 NE 85th St;Kirkland, WA 98033-8009; American, Cafe;4;67 reviews;+1 425-822-8803;https://www.tripadvisor.com//Restaurant_Review-g58541-d2303525-Reviews-Couzin_s_Cafe-Kirkland_Washington.html;Check The Website for a Menu;$$ - $$$;Kirkland
Edison Diner;101 US Highway 1;Edison, NJ 08817-5040; American, Diner, Vegetarian Friendly;4;220 reviews;+1 732-985-3335;https://www.tripadvisor.com//Restaurant_Review-g46410-d2514764-Reviews-Edison_Diner-Edison_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Edison
Magnolia Pancake Haus;606 Embassy Oaks;San Antonio, TX 78216-2199; American, Vegetarian Friendly, Vegan Options;4.5;1,191 reviews;+1 210-496-0828;https://www.tripadvisor.com//Restaurant_Review-g60956-d470027-Reviews-Magnolia_Pancake_Haus-San_Antonio_Texas.html;Check The Website for a Menu;$$ - $$$;San Antonio
Primo Amore Italian Restaurant;3433 Francis Lewis Blvd;Flushing, NY 11358-1930; Italian;4.5;31 reviews;+1 718-461-6100;https://www.tripadvisor.com//Restaurant_Review-g47729-d4048242-Reviews-Primo_Amore_Italian_Restaurant-Flushing_Queens_New_York.html;Check The Website for a Menu;$$ - $$$;Flushing
Chapeau!;126 Clement St;San Francisco, CA 94118-2420; French, European, Vegetarian Friendly;4.5;298 reviews;+1 415-750-9787;https://www.tripadvisor.com//Restaurant_Review-g60713-d367029-Reviews-Chapeau-San_Francisco_California.html;Check The Website for a Menu;$$$$;San Francisco
Sushi On Fire;301 Main St;Huntington Beach, CA 92648-5170; Japanese, Sushi, Asian;4.5;518 reviews;+1 714-960-1698;https://www.tripadvisor.com//Restaurant_Review-g32513-d602298-Reviews-Sushi_On_Fire-Huntington_Beach_California.html;Check The Website for a Menu;$$ - $$$;Huntington Beach
The Thirsty Koala;3512 Ditmars Blvd;Astoria, NY 11105-2107; Australian, Vegetarian Friendly, Vegan Options;4.5;135 reviews;+1 718-626-5430;https://www.tripadvisor.com//Restaurant_Review-g29837-d3978974-Reviews-The_Thirsty_Koala-Astoria_Queens_New_York.html;Check The Website for a Menu;$$ - $$$;Astoria
Andaluca Restaurant;407 Olive Way;Seattle, WA 98101; Mediterranean, Vegetarian Friendly, Vegan Options;4.5;708 reviews;+1 206-382-6999;https://www.tripadvisor.com//Restaurant_Review-g60878-d432630-Reviews-Andaluca_Restaurant-Seattle_Washington.html;Check The Website for a Menu;$$$$;Seattle
D'Angelo;Spring Street/Tulane Street;Princeton, NJ; Italian, Pizza, Vegetarian Friendly;4.5;63 reviews;609-921-0404;https://www.tripadvisor.com//Restaurant_Review-g46756-d3257155-Reviews-D_Angelo-Princeton_New_Jersey.html;https://www.dangelomarket.com/#menulunch;$$ - $$$;Princeton
Faicco's Pork Store;260 Bleecker St;New York City, NY 10014-4128; Italian;4.5;351 reviews;+1 212-243-1974;https://www.tripadvisor.com//Restaurant_Review-g60763-d492626-Reviews-Faicco_s_Pork_Store-New_York_City_New_York.html;Check The Website for a Menu;$;New York City
George's Restaurant & Bar #2;1201 Hewitt Dr;Waco, TX 76712-8833; Seafood, American, Bar;4.5;191 reviews;+1 254-420-2060;https://www.tripadvisor.com//Restaurant_Review-g56833-d4474728-Reviews-George_s_Restaurant_Bar_2-Waco_Texas.html;Check The Website for a Menu;$$ - $$$;Waco
Aqua Blu Kitchen & Cocktails;3410 Route 37 E;Toms River, NJ 08753; Italian, American, Bar;3.5;239 reviews;+1 732-270-1180;https://www.tripadvisor.com//Restaurant_Review-g46870-d2417681-Reviews-Aqua_Blu_Kitchen_Cocktails-Toms_River_New_Jersey.html;http://www.aquablurestaurant.com/menu/;$$ - $$$;Toms River
Supper American Eatery;136 E Grayson St;San Antonio, TX 78215-1397; American, Vegetarian Friendly, Vegan Options;4.5;415 reviews;+1 210-448-8351;https://www.tripadvisor.com//Restaurant_Review-g60956-d9702137-Reviews-Supper_American_Eatery-San_Antonio_Texas.html;http://www.supperatemma.com/#menu;$$ - $$$;San Antonio
Olive Tree;12910 SE Kent Kangley Rd;Kent, WA 98030-7940; Mediterranean, Greek, Middle Eastern;4.5;50 reviews;+1 253-630-4976;https://www.tripadvisor.com//Restaurant_Review-g58537-d7940467-Reviews-Olive_Tree-Kent_Washington.html;Check The Website for a Menu;$$ - $$$;Kent
Gino's Pizzeria;15846 Crossbay Blvd;Howard Beach, NY 11414-3136; Italian, Pizza, Vegetarian Friendly;4;106 reviews;+1 718-738-4113;https://www.tripadvisor.com//Restaurant_Review-g47927-d1109584-Reviews-Gino_s_Pizzeria-Howard_Beach_Queens_New_York.html;Check The Website for a Menu;$$ - $$$;Howard Beach
Scuttlebutt Brewing Co;1205 Craftsman Way;Everett, WA 98201-1588; American, Bar, Pub;4;383 reviews;+1 425-257-9316;https://www.tripadvisor.com//Restaurant_Review-g58466-d884906-Reviews-Scuttlebutt_Brewing_Co-Everett_Washington.html;Check The Website for a Menu;$$ - $$$;Everett
Olive Garden;1420 N Louisiana St;Kennewick, WA 99336-7164; Italian, Vegetarian Friendly, Vegan Options;4;171 reviews;+1 509-374-3500;https://www.tripadvisor.com//Restaurant_Review-g58536-d463602-Reviews-Olive_Garden-Kennewick_Tri_Cities_Washington.html;Check The Website for a Menu;$$ - $$$;Kennewick
Lombardo Ristorante;1198 Hertel Ave;Buffalo, NY 14216-2747; Italian, Vegetarian Friendly, Gluten Free Options;4.5;237 reviews;+1 716-873-4291;https://www.tripadvisor.com//Restaurant_Review-g60974-d408607-Reviews-Lombardo_Ristorante-Buffalo_New_York.html;Check The Website for a Menu;$$$$;Buffalo
Jackson Hole;69_35 Astoria Boulevard;East Elmhurst, NY 11370; Greek, American, Vegetarian Friendly;4.5;167 reviews;+1 718-204-7070;https://www.tripadvisor.com//Restaurant_Review-g47626-d458328-Reviews-Jackson_Hole-East_Elmhurst_Queens_New_York.html;Check The Website for a Menu;$$ - $$$;East Elmhurst
Flying Saucer;111 E 3rd St;Fort Worth, TX 76102-4003; American, Bar, Pub;4;438 reviews;+1 817-336-7470;https://www.tripadvisor.com//Restaurant_Review-g55857-d464955-Reviews-Flying_Saucer-Fort_Worth_Texas.html;https://www.beerknurd.com/locations/fort-worth-flying-saucer#food;$$ - $$$;Fort Worth
Beach Cafe;1170 Carillon Pt;Kirkland, WA 98033-7412; Seafood, American, Bar;4;344 reviews;+1 425-889-0303;https://www.tripadvisor.com//Restaurant_Review-g58541-d518235-Reviews-Beach_Cafe-Kirkland_Washington.html;Check The Website for a Menu;$$ - $$$;Kirkland
Emilia's Restaurant;2331 Arthur Ave;Bronx, NY 10458-8109; Italian, Vegetarian Friendly, Vegan Options;4.5;262 reviews;+1 718-367-5915;https://www.tripadvisor.com//Restaurant_Review-g47369-d447719-Reviews-Emilia_s_Restaurant-Bronx_New_York.html;Check The Website for a Menu;$$ - $$$;Bronx
Kenny & Ziggy's New York Deli;2327 Post Oak Blvd;Houston, TX 77056-4704; American, Deli, Vegetarian Friendly;4.5;1,104 reviews;+1 713-871-8883;https://www.tripadvisor.com//Restaurant_Review-g56003-d485152-Reviews-Kenny_Ziggy_s_New_York_Deli-Houston_Texas.html;Check The Website for a Menu;$$ - $$$;Houston
Hobby's Delicatessen & Restaurant;32 Branford Pl;Newark, NJ 07102-2723; American, Deli, Vegetarian Friendly;4.5;227 reviews;+1 973-623-0410;https://www.tripadvisor.com//Restaurant_Review-g46671-d2071446-Reviews-Hobby_s_Delicatessen_Restaurant-Newark_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Newark
Mission Inn Restaurant;3649 Mission Inn Ave;Riverside, CA 92501-3364; American, Fusion, Vegetarian Friendly;4.5;891 reviews;+1 951-784-0300;https://www.tripadvisor.com//Restaurant_Review-g32978-d950386-Reviews-Mission_Inn_Restaurant-Riverside_California.html;http://missioninnresponsive.devsite-1.com/d/missioninnresponsive/media/MIR_Menus12.4.19.pdf;$$ - $$$;Riverside
Taverna Mykonos;238 Broadway;Elmwood Park, NJ 07407-3522; Mediterranean, Greek, Vegetarian Friendly;4.5;99 reviews;+1 201-703-9200;https://www.tripadvisor.com//Restaurant_Review-g46416-d1985948-Reviews-Taverna_Mykonos-Elmwood_Park_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Elmwood Park
Shiki Sushi and Grill;1408 N Louisiana St;Kennewick, WA 99336-7167; Japanese, Sushi, Asian;4.5;31 reviews;+1 509-820-3788;https://www.tripadvisor.com//Restaurant_Review-g58536-d10891035-Reviews-Shiki_Sushi_and_Grill-Kennewick_Tri_Cities_Washington.html;Check The Website for a Menu;$$ - $$$;Kennewick
The Cider Mill;4221 Fay Rd;Syracuse, NY 13219-3013; American, Vegetarian Friendly, Vegan Options;4.5;136 reviews;+1 315-487-0647;https://www.tripadvisor.com//Restaurant_Review-g48713-d7226455-Reviews-The_Cider_Mill-Syracuse_Finger_Lakes_New_York.html;https://www.thecidermill.us/menu;$$ - $$$;Syracuse
Shaker + Spear;2000 2nd Avenue;Seattle, WA 98121; American, Seafood, Vegetarian Friendly;4.5;278 reviews;+1 206-826-1700;https://www.tripadvisor.com//Restaurant_Review-g60878-d7656614-Reviews-Shaker_Spear-Seattle_Washington.html;Check The Website for a Menu;$$ - $$$;Seattle
La Fonda on Main;2415 N Main Ave;San Antonio, TX 78212-3450; Mexican, Southwestern, Latin;4.5;1,096 reviews;+1 210-733-0621;https://www.tripadvisor.com//Restaurant_Review-g60956-d437259-Reviews-La_Fonda_on_Main-San_Antonio_Texas.html;Check The Website for a Menu;$$ - $$$;San Antonio
Eight Am;1323 Columbus Ave;San Francisco, CA 94133-1330; American, Cafe, Vegetarian Friendly;4.5;1,156 reviews;+1 415-292-4888;https://www.tripadvisor.com//Restaurant_Review-g60713-d8122118-Reviews-Eight_Am-San_Francisco_California.html;Check The Website for a Menu;$$ - $$$;San Francisco
Metro Grill;172 Scotch Rd;Ewing, NJ 08628-2513; Bar, Italian, American;4;183 reviews;+1 609-882-2800;https://www.tripadvisor.com//Restaurant_Review-g46428-d2216883-Reviews-Metro_Grill-Ewing_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Ewing
Grimaldi's Pizzeria;20 Waterway Ave Ste 100;The Woodlands, TX 77380-3442; Italian, Pizza, Vegetarian Friendly;4;477 reviews;+1 281-465-3500;https://www.tripadvisor.com//Restaurant_Review-g56764-d2228114-Reviews-Grimaldi_s_Pizzeria-The_Woodlands_Texas.html;Check The Website for a Menu;$$ - $$$;The Woodlands
Misaki Sushi and Bar;222 N El Dorado St;Stockton, CA 95202-2339; Sushi, Asian, Japanese;4.5;31 reviews;+1 209-547-1288;https://www.tripadvisor.com//Restaurant_Review-g33130-d4947984-Reviews-Misaki_Sushi_and_Bar-Stockton_California.html;Check The Website for a Menu;$$ - $$$;Stockton
Panico's;103 Church St;New Brunswick, NJ 08901-1242; Italian, Vegetarian Friendly, Gluten Free Options;3.5;127 reviews;+1 732-545-6100;https://www.tripadvisor.com//Restaurant_Review-g46664-d544971-Reviews-Panico_s-New_Brunswick_New_Jersey.html;Check The Website for a Menu;$$ - $$$;New Brunswick
Main Street Deli;520 Main St Unit A;Garland, TX 75040-6321; American, Vegetarian Friendly, Vegan Options;5;134 reviews;+1 972-276-5959;https://www.tripadvisor.com//Restaurant_Review-g55884-d4046092-Reviews-Main_Street_Deli-Garland_Texas.html;http://www.garlanddeli.com/main-street-deli-menu;$;Garland
D'Elia's Grinders;2093 University Ave;Riverside, CA 92507-5205; American;4.5;51 reviews;+1 951-683-7380;https://www.tripadvisor.com//Restaurant_Review-g32978-d3774540-Reviews-D_Elia_s_Grinders-Riverside_California.html;http://www.deliasgrinders.com/menu.html;$;Riverside
Grandma Thai Cuisine;603 E Smith St;Kent, WA 98030-4627; Asian, Thai, Vegetarian Friendly;4.5;21 reviews;+1 253-859-2307;https://www.tripadvisor.com//Restaurant_Review-g58537-d8863327-Reviews-Grandma_Thai_Cuisine-Kent_Washington.html;Check The Website for a Menu;$$ - $$$;Kent
Riviera Mexican Grill;1615 S Pacific Coast Hwy;Redondo Beach, CA 90277-5605; Mexican, Latin, Southwestern;4.5;180 reviews;+1 310-540-2501;https://www.tripadvisor.com//Restaurant_Review-g32954-d361024-Reviews-Riviera_Mexican_Grill-Redondo_Beach_California.html;Check The Website for a Menu;$$ - $$$;Redondo Beach
L & J Cafe;3622 E Missouri Ave;El Paso, TX 79903-4421; Mexican, Southwestern, Latin;4.5;1,605 reviews;+1 915-566-8418;https://www.tripadvisor.com//Restaurant_Review-g60768-d405053-Reviews-L_J_Cafe-El_Paso_Texas.html;Check The Website for a Menu;$$ - $$$;El Paso
Breakfast at Valerie's;516 SE Chkalov Dr Ste 1;Vancouver, WA 98683-5277; American;4.5;185 reviews;+1 360-828-5805;https://www.tripadvisor.com//Restaurant_Review-g60820-d2355758-Reviews-Breakfast_at_Valerie_s-Vancouver_Washington.html;Check The Website for a Menu;$$ - $$$;Vancouver
Original Pancake House;1418 E Lincoln Ave;Anaheim, CA 92805-2213; American, Vegetarian Friendly, Gluten Free Options;4.5;270 reviews;+1 714-535-9815;https://www.tripadvisor.com//Restaurant_Review-g29092-d467922-Reviews-Original_Pancake_House-Anaheim_California.html;Check The Website for a Menu;$$ - $$$;Anaheim
E&V Restaurant;320 Chamberlain Ave;Paterson, NJ 07502-1723; Italian, Vegetarian Friendly;4;86 reviews;+1 973-942-4664;https://www.tripadvisor.com//Restaurant_Review-g46718-d1134224-Reviews-E_V_Restaurant-Paterson_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Paterson
Mia Tapas Bar and Restaurant;130 E State St;Ithaca, NY 14850-5669; Asian, Vegetarian Friendly, Vegan Options;4.5;222 reviews;+1 607-277-2000;https://www.tripadvisor.com//Restaurant_Review-g47958-d2232558-Reviews-Mia_Tapas_Bar_and_Restaurant-Ithaca_Finger_Lakes_New_York.html;Check The Website for a Menu;$$ - $$$;Ithaca
Akasaka Restaurant;31407 Pacific Hwy S Ste H;Federal Way, WA 98003-5403; Japanese, Sushi, Asian;4.5;35 reviews;+1 253-946-3858;https://www.tripadvisor.com//Restaurant_Review-g58471-d866189-Reviews-Akasaka_Restaurant-Federal_Way_Washington.html;http://eat24hrs.com/restaurants/order2/menu.php?id=45288;$$ - $$$;Federal Way
Chateau of Spain Restaurant;11 Franklin St;Newark, NJ 07102-3503; American, Spanish, Vegetarian Friendly;4;88 reviews;+1 973-624-3346;https://www.tripadvisor.com//Restaurant_Review-g46671-d1473831-Reviews-Chateau_of_Spain_Restaurant-Newark_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Newark
